QGC WPL 110
	0		0	 0	  16	0.000000	0.000000	0.000000	0.000000   0.000000   0.000000  0.000000    1
	1		0	 0	  16	0.000000	0.000000	0.000000	0.000000   0.000000   1.000000  0.000000    1
	2		0	 0	  16	0.000000	0.000000	0.000000	0.000000   0.200000   0.000000  0.000000    1
	3		0	 0	  16	0.000000	0.000000	0.000000	0.000000   0.200000   1.000000  0.000000    1
	4		0	 0	  16	0.000000	0.000000	0.000000	0.000000   0.400000   0.000000  0.000000    1
	5		0	 0	  16	0.000000	0.000000	0.000000	0.000000   0.400000   1.000000  0.000000    1
	6		0	 0	  16	0.000000	0.000000	0.000000	0.000000   0.600000   0.000000  0.000000    1
	7		0	 0	  16	0.000000	0.000000	0.000000	0.000000   0.600000   1.000000  0.000000    1
	8		0	 0	  16	0.000000	0.000000	0.000000	0.000000   0.800000   0.000000  0.000000    1
	9		0	 0	  16	0.000000	0.000000	0.000000	0.000000   0.800000   1.000000  0.000000    1
	10		0	 0	  16	0.000000	0.000000	0.000000	0.000000   1.000000   0.000000  0.000000    1
	11		0	 0	  16	0.000000	0.000000	0.000000	0.000000   1.000000   1.000000  0.000000    1
